Nodes;Addjested Nodes
392979755;{392979963,392979893,}
392979763;{392979808,1507511748,2463225137,}
392979768;{2476847879,1831948001,1406172497,}
392979769;{1783547355,1783547339,1783547428,}
392979776;{2823762643,1383927432,}
392979777;{1383927424,1383927432,392979718,}
392979782;{611278765,2333008501,3448238396,}
392979783;{1401766300,2333008501,1401766298,}
392979786;{1743494212,392979723,1383927425,}
392979788;{1783547608,1783547625,1783547602,}
392979793;{1735729877,2881605338,2536069990,2917020078,}
392979800;{1735983027,1736321472,}
392979804;{392979916,1735983023,}
392979808;{392979763,1291917971,}
392979812;{392979711,2422476256,}
392979819;{1383927337,392979821,}
392979821;{392979819,416624997,}
392979828;{1743494570,392979829,}
392979829;{392979828,430569651,}
392979832;{392979834,}
392979833;{392979834,392979603,1743494112,}
392979834;{392979832,392979833,}
392979840;{392979841,}
392979841;{392979840,2504032306,2331717070,}
392979844;{392979944,392979939,1720077387,1744195370,}
392979853;{392980254,2142350997,392980257,}
392979871;{3757940027,3757940121,}
392979877;{1762222773,1762222811,1762222778,}
392979883;{392979889,392979884,}
392979884;{392979883,}
392979889;{392979964,392979883,}
392979893;{392979755,}
392979916;{2452423297,1783694733,392979804,}
392979917;{392979920,2916789249,1783694681,}
392979918;{2916789249,2452423305,1783547693,392979710,}
392979919;{392979921,392979920,}
392979920;{392979919,392979917,}
392979921;{392979919,}
392979923;{392979924,1783694681,}
392979924;{392979923,}
392979925;{4552054086,1783547672,}
392979933;{2370339599,392980021,}
392979939;{933070349,392979844,392979651,2452432614,}
392979943;{392979944,}
392979944;{392979844,1744195452,392979943,}
392979958;{370951829,392979686,392979584,392979632,4034451693,}
392979960;{392979584,416624997,1383927337,}
392979963;{392979964,1252607808,392979755,}
392979964;{392980784,392979963,392979889,}
392979967;{1735729810,2670260432,1733257848,}
392979970;{1736000622,1735729869,}
392979971;{1783877194,1291817469,1291817388,1783877173,}
392979976;{1744195323,392979598,}
392979978;{392986344,3141901907,}
392979981;{392979982,3141901907,392979985,}
392979982;{1769545115,392979981,}
392979983;{3227861646,392980330,392980786,2412910965,}
392979985;{1769545175,392979981,1286570728,}
392979988;{2280669794,392980786,}
392979989;{392979994,392979992,}
392979992;{392979989,1743494385,}
392979993;{1743494408,392979995,}
392979994;{392979995,392979989,}
392979995;{392979993,392979994,1743494411,}
392979996;{2452432596,1744195370,392979651,1744195363,}
392980012;{1743494439,1743494441,2452423290,3396400756,}
392980021;{392980033,392979933,2414341884,}
392980031;{392980034,392980032,}
392980032;{392980031,392980042,2371482286,}
392980033;{392980021,392980034,}
392980034;{392980033,392980031,}
392980038;{1737495982,1743494490,1737426705,}
392980039;{1737495993,1737495982,}
392980042;{1426360561,1720077396,392980032,}
392980049;{5444573806,392980460,392980050,}
392980050;{392980097,392980053,392980049,}
392980053;{392980054,392980050,1294177403,}
392980054;{392980088,392980053,}
392980057;{392980492,392980429,}
392980059;{392980063,392980060,}
392980060;{392980059,392980088,}
392980063;{392980059,}
392980075;{392980393,392980079,392980838,}
392980079;{392980080,392980075,392980833,}
392980080;{392980472,392980084,392980079,}
392980084;{392980115,392980089,392980087,392980080,}
392980087;{392980088,392980084,}
392980088;{392980054,392980060,392980087,392980429,}
392980089;{1295703919,392980084,}
392980093;{392980098,1295703880,1295703829,1295703906,}
392980094;{1295703913,1295703919,1295703821,1295703774,}
392980097;{392980050,392980098,}
392980098;{392980097,392980093,}
392980102;{392980838,392980407,}
392980104;{392980105,1295703945,1295703923,}
392980105;{392980116,392980104,}
392980107;{392980839,3144059885,392980843,}
392980110;{392980124,392980811,392980331,}
392980115;{392980084,1295703879,}
392980116;{1295703879,392980105,}
392980118;{392980132,1295703818,1418891186,}
392980124;{392980110,392990012,392980811,}
392980125;{392980143,}
392980128;{392980143,392980129,}
392980129;{392980128,1295703787,}
392980132;{1295703787,392980118,}
392980133;{392980164,392980161,392980134,}
392980134;{392980135,392980133,}
392980135;{392980144,392980134,}
392980136;{392980137,392980157,}
392980137;{392980138,392980136,}
392980138;{392980139,392980137,}
392980139;{392980138,}
392980140;{392980141,392980147,}
392980141;{392980142,392980140,}
392980142;{392980143,392980141,}
392980143;{392980125,392980128,392980142,392980806,}
392980144;{392980145,392980135,}
392980145;{392980146,392980144,}
392980146;{392980147,392980145,}
392980147;{392980140,392980146,}
392980148;{392980149,392980151,}
392980149;{392980164,392980148,}
392980150;{392980151,1769545248,}
392980151;{392980148,392980150,}
392980155;{392980158,392980156,}
392980156;{392980155,392980161,}
392980157;{392980136,392980158,}
392980158;{392980157,392980155,}
392980161;{392980133,392980246,392980156,}
392980162;{392980168,392980163,}
392980163;{392980162,392980164,}
392980164;{392980133,392980163,392980149,392980166,}
392980166;{1769545128,1769545129,1769545231,392980164,}
392980167;{1286570752,392980168,}
392980168;{392980167,392980162,}
392980184;{1769545073,1769545057,}
392980189;{392980826,392980763,}
392980191;{1769545383,392980207,}
392980192;{1769545383,1769545386,392990013,}
392980198;{3227861640,392980215,}
392980199;{1769545305,3227861645,3227861649,}
392980200;{3227861645,3227861640,}
392980201;{1769545347,392980206,}
392980206;{392980201,1769545315,}
392980207;{392980191,1769545347,}
392980210;{392980212,}
392980212;{1769545213,392980210,}
392980215;{392980198,392980304,392980788,}
392980216;{392990012,1295703896,}
392980223;{1295703850,392980374,392980388,2412839417,}
392980226;{392980410,392980227,1272684778,}
392980227;{392980226,392980229,}
392980229;{392980227,392980407,1295703873,}
392980232;{392980407,392980233,}
392980233;{392980232,392980234,}
392980234;{392980233,392979006,1295703810,392978802,}
392980246;{392980161,5444573806,}
392980247;{1294177397,392980250,}
392980249;{392980250,392980500,}
392980250;{392980247,392980249,}
392980252;{392980500,392980873,}
392980254;{392979853,}
392980256;{392980257,}
392980257;{392980256,1744195478,392979853,442163072,}
392980272;{933070349,1762222866,4034451701,4034451695,}
392980281;{392980302,1769545172,392980283,}
392980283;{2402605605,392980281,3227861646,1769545175,}
392980285;{392980299,2402605605,}
392980297;{3227861666,392980307,2412910965,2402605641,}
392980299;{392980285,392980300,3227861642,}
392980300;{392980299,}
392980302;{392980281,}
392980304;{392980215,1769545213,392980788,}
392980307;{392980297,2412910966,}
392980309;{392980359,2402605641,527873865,}
392980329;{2412910967,2412910966,392989982,}
392980330;{392979983,2412910967,392980784,527894668,}
392980331;{3227861677,392990013,392980110,}
392980333;{392980345,1295703772,3227861672,}
392980334;{392980836,3271072457,}
392980338;{392980341,392980339,}
392980339;{392980338,392980347,}
392980340;{392980349,392980341,}
392980341;{392980340,392980338,}
392980344;{392980347,1550747779,}
392980345;{1550747779,392980333,}
392980347;{392980339,392980344,}
392980349;{392980817,392980340,}
392980351;{527875765,527875766,}
392980352;{2280669734,527875765,}
392980354;{392980356,392980363,}
392980356;{392980357,392980354,}
392980357;{392980359,392980356,}
392980359;{392980309,392980357,}
392980361;{392980362,2280669710,}
392980362;{527873866,392980361,}
392980363;{392980354,527873866,}
392980366;{392980376,1295703773,}
392980370;{2412839414,3144059884,392980806,}
392980374;{392980223,1295703853,}
392980376;{2408096155,392980366,}
392980377;{392980823,}
392980380;{1272684843,1272684797,}
392980388;{392980823,1295703896,392980223,}
392980393;{392980394,392980075,}
392980394;{392980395,392980393,}
392980395;{392980396,392980394,}
392980396;{392980397,392980395,}
392980397;{392980413,392980396,}
392980398;{1295703904,1295703851,}
392980406;{4000225465,392980407,}
392980407;{392980406,392980229,392980232,392980102,}
392980408;{392980410,4000225465,}
392980410;{392980408,1272684797,392980226,}
392980412;{392980415,392980413,}
392980413;{392980412,392980397,}
392980415;{392980416,392980412,}
392980416;{392980419,392980415,}
392980418;{392980839,392980419,}
392980419;{392980418,392980416,}
392980420;{392980427,392980422,}
392980422;{392980420,392980432,}
392980427;{392980446,392980420,}
392980428;{1295703922,392980429,}
392980429;{392980428,392980057,392980088,}
392980432;{392980422,392980434,}
392980434;{392980432,392980475,}
392980435;{1295703851,392980443,}
392980443;{1295703781,392980467,392980435,392980471,}
392980446;{1295703921,392980427,}
392980451;{392980477,392980457,}
392980454;{1294177464,392980460,}
392980457;{1294177464,392980451,}
392980460;{392980454,392980049,1294177397,}
392980461;{392980462,392980495,}
392980462;{392980481,392980461,}
392980467;{392980443,}
392980468;{392980471,392980475,}
392980471;{392980443,392980468,}
392980472;{392980475,392980080,}
392980475;{392980472,392980434,392980468,}
392980477;{392980451,}
392980481;{392980462,392979276,392980482,}
392980482;{392980481,1295703952,}
392980485;{1295703952,392980489,}
392980489;{392980485,392980490,}
392980490;{392980489,392980493,}
392980492;{392980493,392980057,}
392980493;{392980490,392980492,}
392980495;{392980461,392980498,1295703828,}
392980498;{392980495,1295703844,}
392980500;{392980249,392980252,}
392980512;{392980515,2873934235,}
392980515;{1749893700,392980512,}
392980516;{1749893680,1749893700,}
392980517;{1749893627,1749893720,2295012533,}
392980519;{2295012483,1749893627,}
392980520;{392980628,1744730894,2295012469,}
392980524;{3496531656,392987208,2508302190,392980534,}
392980534;{392981219,392980524,}
392980541;{1749893850,1335828035,}
392980546;{1335828035,1749893793,}
392980552;{1744730894,392980553,}
392980553;{392980552,3471633653,}
392980557;{4034488071,392980564,}
392980560;{392980703,1784397258,}
392980564;{3635886374,392980557,1954309142,}
392980582;{392982435,392980583,}
392980583;{392980582,392980587,}
392980585;{4134902394,4134897214,}
392980586;{4148673768,392980608,1725578535,}
392980587;{392980583,2938709579,2142232009,}
392980596;{392980597,392980599,}
392980597;{2142232009,392980596,}
392980598;{392980599,392980601,}
392980599;{392980596,392980598,}
392980600;{392980601,1725578502,}
392980601;{392980598,392980600,}
392980602;{392980647,392980651,}
392980604;{392989962,392982416,392980606,}
392980606;{392980604,4148673768,}
392980607;{392981284,392980608,}
392980608;{392980586,392980607,}
392980609;{392980939,1550727181,2938709579,}
392980613;{392989999,2508302190,}
392980627;{1744730898,4340701175,}
392980628;{4340701175,1749893714,392980520,}
392980629;{1750070942,392980727,}
392980638;{4148673770,4134897215,1725578532,}
392980639;{392981286,4148673770,}
392980641;{2440498913,392989950,}
392980642;{2440498909,2440498913,}
392980645;{1725578502,392982435,}
392980647;{1784374376,392980602,}
392980648;{392980649,1784374376,}
392980649;{392980650,392980648,}
392980650;{1784374410,392980649,}
392980651;{392980657,392980602,}
392980655;{1725578502,392980656,}
392980656;{392980655,392980657,}
392980657;{392980656,392980651,}
392980662;{4034488072,1784374329,2938709580,}
392980681;{2395912367,2395912405,3240087548,3240087547,}
392980683;{392981206,3240087546,2395912242,}
392980685;{1784397073,1784397097,1784397089,}
392980691;{5411659671,392980697,}
392980693;{392980706,392987643,}
392980694;{1468343479,392980912,}
392980695;{2655422725,1468343479,}
392980696;{392980697,1468343468,}
392980697;{392980691,392980696,2655422702,}
392980699;{392980700,392980934,}
392980700;{392980912,392980699,}
392980703;{392980704,392980560,}
392980704;{392980705,392980703,}
392980705;{392980934,392980704,}
392980706;{1784397343,1468343428,392980693,}
392980707;{5411659672,1468343428,}
392980708;{392980709,5411659672,}
392980709;{1784397258,392980708,}
392980721;{1750070931,1750070935,}
392980722;{1750070935,392980726,}
392980726;{1766338848,1750070941,392980722,}
392980727;{392980629,1744730898,}
392980728;{392980730,392980731,}
392980730;{1766338768,392980728,}
392980731;{392980728,392981033,1766338844,}
392980736;{1766338852,1750070942,}
392980738;{392980740,392980744,}
392980740;{392980738,392980741,}
392980741;{392980740,392980793,}
392980742;{432188771,}
392980744;{392980749,392980738,}
392980745;{392980749,4710220489,}
392980748;{432188771,392986213,392980749,}
392980749;{392980748,392980745,392986186,392980744,}
392980752;{392980753,432188771,}
392980753;{392980757,392980752,}
392980755;{392980756,392980757,}
392980756;{392980761,392980755,}
392980757;{392980755,392980753,}
392980761;{392980762,392980756,}
392980762;{392980761,}
392980763;{1286570742,1769545010,392980189,}
392980782;{392980784,}
392980784;{392980330,392979964,392980786,392980782,}
392980786;{392979988,392979983,392980784,}
392980788;{392980792,392980304,392980215,}
392980792;{392980793,392980788,}
392980793;{392980741,392980792,}
392980794;{392980808,392980795,}
392980795;{392980794,392980796,}
392980796;{392980795,392980797,}
392980797;{392980796,392980798,}
392980798;{392980797,392980799,}
392980799;{392980798,392980800,}
392980800;{392980799,392980801,}
392980801;{392980800,392980845,}
392980806;{392980370,392980811,392980143,}
392980807;{392980808,}
392980808;{392980807,392980794,}
392980810;{392980811,}
392980811;{392980806,392980110,1295703818,392980124,392980810,}
392980816;{392980817,392980819,}
392980817;{527875766,392980349,392980816,}
392980818;{3271072454,2280669799,3473254054,1352827025,}
392980819;{392980816,3271072454,}
392980822;{3227861692,3271072457,1352827028,}
392980823;{392980388,392980377,392980835,}
392980826;{392986354,392980189,}
392980832;{392980833,}
392980833;{392980832,392980079,}
392980834;{392980836,392980835,}
392980835;{392980834,392980823,}
